Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
R1Cat1Quest1_10b892f6_7		Ф. Магеллан	game/syp.rpy	480	"[what]"
R1Cat1Quest1_10b892f6_8		Ф. Магеллан	game/syp.rpy	490	"[what]"
R1Cat1Quest1_15c8a56f_3		верно	game/syp.rpy	491	"[what]"
R1Cat1Quest1_b689bb3b_2		Черчиль	game/syp.rpy	498	"[what]"
R1Cat1Quest1_ece83569_9		неверно	game/syp.rpy	499	"[what]"
R1Cat1Quest1_10b892f6_9		Ф. Магеллан	game/syp.rpy	500	"[what]"
R1Cat1Quest1_0aac9b69_2		Бенитто Муссолини	game/syp.rpy	507	"[what]"
R1Cat1Quest1_ece83569_10		неверно	game/syp.rpy	508	"[what]"
R1Cat1Quest1_10b892f6_10		Ф. Магеллан	game/syp.rpy	509	"[what]"
R1Cat1Quest1_b628c2d1_2		Абрам Евгениевич	game/syp.rpy	516	"[what]"
R1Cat1Quest1_ece83569_11		неверно	game/syp.rpy	517	"[what]"
R1Cat1Quest1_10b892f6_11		Ф. Магеллан	game/syp.rpy	518	"[what]"
R1Cat1Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	532	leader "[what]"
R1Cat1Quest2_e781dba7		Этот вулкан уничтожил Помпеи 	game/syp.rpy	533	"[what]"
R1Cat1Quest2_ece83569		неверно	game/syp.rpy	537	"[what]"
R1Cat1Quest2_5dcd930e		Везувий	game/syp.rpy	538	"[what]"
R1Cat1Quest2_ece83569_1		неверно	game/syp.rpy	546	"[what]"
R1Cat1Quest2_5dcd930e_1		Везувий	game/syp.rpy	547	"[what]"
R1Cat1Quest2_15c8a56f		верно	game/syp.rpy	555	"[what]"
R1Cat1Quest2_ece83569_2		неверно	game/syp.rpy	563	"[what]"
R1Cat1Quest2_5dcd930e_2		Везувий	game/syp.rpy	564	"[what]"
R1Cat1Quest2_65b8df9b		Магелан	game/syp.rpy	574	"[what]"
R1Cat1Quest2_ece83569_3		неверно	game/syp.rpy	575	"[what]"
R1Cat1Quest2_5dcd930e_3		Везувий	game/syp.rpy	576	"[what]"
R1Cat1Quest2_0c399a1d		Уайна Путина	game/syp.rpy	583	"[what]"
R1Cat1Quest2_ece83569_4		неверно	game/syp.rpy	584	"[what]"
R1Cat1Quest2_5dcd930e_4		Везувий	game/syp.rpy	585	"[what]"
R1Cat1Quest2_5dcd930e_5		Везувий	game/syp.rpy	592	"[what]"
R1Cat1Quest2_ece83569_5		неверно	game/syp.rpy	593	"[what]"
R1Cat1Quest2_973177eb		ответ	game/syp.rpy	594	"[what]"
R1Cat1Quest2_8cda6dd5		Дотер??	game/syp.rpy	601	"[what]"
R1Cat1Quest2_ece83569_6		неверно	game/syp.rpy	602	"[what]"
R1Cat1Quest2_5dcd930e_6		Везувий	game/syp.rpy	603	"[what]"
R1Cat1Quest2_65b8df9b_1		Магелан	game/syp.rpy	613	"[what]"
R1Cat1Quest2_ece83569_7		неверно	game/syp.rpy	614	"[what]"
R1Cat1Quest2_5dcd930e_7		Везувий	game/syp.rpy	615	"[what]"
R1Cat1Quest2_0c399a1d_1		Уайна Путина	game/syp.rpy	622	"[what]"
R1Cat1Quest2_ece83569_8		неверно	game/syp.rpy	623	"[what]"
R1Cat1Quest2_5dcd930e_8		Везувий	game/syp.rpy	624	"[what]"
R1Cat1Quest2_5dcd930e_9		Везувий	game/syp.rpy	631	"[what]"
R1Cat1Quest2_ece83569_9		неверно	game/syp.rpy	632	"[what]"
R1Cat1Quest2_973177eb_1		ответ	game/syp.rpy	633	"[what]"
R1Cat1Quest2_8cda6dd5_1		Дотер??	game/syp.rpy	640	"[what]"
R1Cat1Quest2_ece83569_10		неверно	game/syp.rpy	641	"[what]"
R1Cat1Quest2_5dcd930e_10		Везувий	game/syp.rpy	642	"[what]"
R1Cat1Quest2_65b8df9b_2		Магелан	game/syp.rpy	652	"[what]"
R1Cat1Quest2_ece83569_11		неверно	game/syp.rpy	653	"[what]"
R1Cat1Quest2_5dcd930e_11		Везувий	game/syp.rpy	654	"[what]"
R1Cat1Quest2_0c399a1d_2		Уайна Путина	game/syp.rpy	661	"[what]"
R1Cat1Quest2_ece83569_12		неверно	game/syp.rpy	662	"[what]"
R1Cat1Quest2_5dcd930e_12		Везувий	game/syp.rpy	663	"[what]"
R1Cat1Quest2_5dcd930e_13		Везувий	game/syp.rpy	670	"[what]"
R1Cat1Quest2_ece83569_13		неверно	game/syp.rpy	671	"[what]"
R1Cat1Quest2_973177eb_2		ответ	game/syp.rpy	672	"[what]"
R1Cat1Quest2_8cda6dd5_2		Дотер??	game/syp.rpy	679	"[what]"
R1Cat1Quest2_ece83569_14		неверно	game/syp.rpy	680	"[what]"
R1Cat1Quest2_5dcd930e_14		Везувий	game/syp.rpy	681	"[what]"
R1Cat1Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	695	leader "[what]"
R1Cat1Quest3_e6b09ab0		Этот мифической остров дал название океану	game/syp.rpy	696	"[what]"
R1Cat1Quest3_15c8a56f		верно	game/syp.rpy	700	"[what]"
R1Cat1Quest3_ece83569		неверно	game/syp.rpy	708	"[what]"
R1Cat1Quest3_6bc6d157		Атлантида	game/syp.rpy	709	"[what]"
R1Cat1Quest3_ece83569_1		неверно	game/syp.rpy	717	"[what]"
R1Cat1Quest3_6bc6d157_1		Атлантида	game/syp.rpy	718	"[what]"
R1Cat1Quest3_ece83569_2		неверно	game/syp.rpy	726	"[what]"
R1Cat1Quest3_6bc6d157_2		Атлантида	game/syp.rpy	727	"[what]"
R1Cat1Quest3_6bc6d157_3		Атлантида	game/syp.rpy	737	"[what]"
R1Cat1Quest3_15c8a56f_1		верно	game/syp.rpy	738	"[what]"
R1Cat1Quest3_62e76c7c		Гренландия	game/syp.rpy	745	"[what]"
R1Cat1Quest3_ece83569_3		неверно	game/syp.rpy	746	"[what]"
R1Cat1Quest3_6bc6d157_4		Атлантида	game/syp.rpy	747	"[what]"
R1Cat1Quest3_59713b2a		ОЛЕГ????	game/syp.rpy	754	"[what]"
R1Cat1Quest3_ece83569_4		неверно	game/syp.rpy	755	"[what]"
R1Cat1Quest3_6bc6d157_5		Атлантида	game/syp.rpy	756	"[what]"
R1Cat1Quest3_e6cb0f7e		Мадагаскар	game/syp.rpy	763	"[what]"
R1Cat1Quest3_ece83569_5		неверно	game/syp.rpy	764	"[what]"
R1Cat1Quest3_6bc6d157_6		Атлантида	game/syp.rpy	765	"[what]"
R1Cat1Quest3_6bc6d157_7		Атлантида	game/syp.rpy	775	"[what]"
R1Cat1Quest3_15c8a56f_2		верно	game/syp.rpy	776	"[what]"
R1Cat1Quest3_62e76c7c_1		Гренландия	game/syp.rpy	783	"[what]"
R1Cat1Quest3_ece83569_6		неверно	game/syp.rpy	784	"[what]"
R1Cat1Quest3_6bc6d157_8		Атлантида	game/syp.rpy	785	"[what]"
R1Cat1Quest3_59713b2a_1		ОЛЕГ????	game/syp.rpy	792	"[what]"
R1Cat1Quest3_ece83569_7		неверно	game/syp.rpy	793	"[what]"
R1Cat1Quest3_6bc6d157_9		Атлантида	game/syp.rpy	794	"[what]"
R1Cat1Quest3_e6cb0f7e_1		Мадагаскар	game/syp.rpy	801	"[what]"
R1Cat1Quest3_ece83569_8		неверно	game/syp.rpy	802	"[what]"
R1Cat1Quest3_6bc6d157_10		Атлантида	game/syp.rpy	803	"[what]"
R1Cat1Quest3_6bc6d157_11		Атлантида	game/syp.rpy	813	"[what]"
R1Cat1Quest3_15c8a56f_3		верно	game/syp.rpy	814	"[what]"
R1Cat1Quest3_62e76c7c_2		Гренландия	game/syp.rpy	821	"[what]"
R1Cat1Quest3_ece83569_9		неверно	game/syp.rpy	822	"[what]"
R1Cat1Quest3_6bc6d157_12		Атлантида	game/syp.rpy	823	"[what]"
R1Cat1Quest3_59713b2a_2		ОЛЕГ????	game/syp.rpy	830	"[what]"
R1Cat1Quest3_ece83569_10		неверно	game/syp.rpy	831	"[what]"
R1Cat1Quest3_6bc6d157_13		Атлантида	game/syp.rpy	832	"[what]"
R1Cat1Quest3_e6cb0f7e_2		Мадагаскар	game/syp.rpy	839	"[what]"
R1Cat1Quest3_ece83569_11		неверно	game/syp.rpy	840	"[what]"
R1Cat1Quest3_6bc6d157_14		Атлантида	game/syp.rpy	841	"[what]"
R1Cat1Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	855	leader "[what]"
R1Cat1Quest4_e9b6af3d		В этой «Зеленой стране» холоднее, чем в «Ледяной» 	game/syp.rpy	856	"[what]"
R1Cat1Quest4_ece83569		неверно	game/syp.rpy	860	"[what]"
R1Cat1Quest4_62e76c7c		Гренландия	game/syp.rpy	861	"[what]"
R1Cat1Quest4_ece83569_1		неверно	game/syp.rpy	869	"[what]"
R1Cat1Quest4_62e76c7c_1		Гренландия	game/syp.rpy	870	"[what]"
R1Cat1Quest4_ece83569_2		неверно	game/syp.rpy	878	"[what]"
R1Cat1Quest4_62e76c7c_2		Гренландия	game/syp.rpy	879	"[what]"
R1Cat1Quest4_15c8a56f		верно	game/syp.rpy	887	"[what]"
R1Cat1Quest4_6b2c217c		Виндланд	game/syp.rpy	897	"[what]"
R1Cat1Quest4_ece83569_3		неверно	game/syp.rpy	898	"[what]"
R1Cat1Quest4_62e76c7c_3		Гренландия	game/syp.rpy	899	"[what]"
R1Cat1Quest4_48d20eb7		Женева	game/syp.rpy	906	"[what]"
R1Cat1Quest4_ece83569_4		неверно	game/syp.rpy	907	"[what]"
R1Cat1Quest4_62e76c7c_4		Гренландия	game/syp.rpy	908	"[what]"
R1Cat1Quest4_93aceb9c		Сердечко	game/syp.rpy	915	"[what]"
R1Cat1Quest4_ece83569_5		неверно	game/syp.rpy	916	"[what]"
R1Cat1Quest4_62e76c7c_5		Гренландия	game/syp.rpy	917	"[what]"
R1Cat1Quest4_62e76c7c_6		Гренландия	game/syp.rpy	924	"[what]"
R1Cat1Quest4_15c8a56f_1		верно	game/syp.rpy	925	"[what]"
R1Cat1Quest4_6b2c217c_1		Виндланд	game/syp.rpy	935	"[what]"
R1Cat1Quest4_ece83569_6		неверно	game/syp.rpy	936	"[what]"
R1Cat1Quest4_62e76c7c_7		Гренландия	game/syp.rpy	937	"[what]"
R1Cat1Quest4_48d20eb7_1		Женева	game/syp.rpy	944	"[what]"
R1Cat1Quest4_ece83569_7		неверно	game/syp.rpy	945	"[what]"
R1Cat1Quest4_62e76c7c_8		Гренландия	game/syp.rpy	946	"[what]"
R1Cat1Quest4_93aceb9c_1		Сердечко	game/syp.rpy	953	"[what]"
R1Cat1Quest4_ece83569_8		неверно	game/syp.rpy	954	"[what]"
R1Cat1Quest4_62e76c7c_9		Гренландия	game/syp.rpy	955	"[what]"
R1Cat1Quest4_62e76c7c_10		Гренландия	game/syp.rpy	962	"[what]"
R1Cat1Quest4_15c8a56f_2		верно	game/syp.rpy	963	"[what]"
R1Cat1Quest4_6b2c217c_2		Виндланд	game/syp.rpy	973	"[what]"
R1Cat1Quest4_ece83569_9		неверно	game/syp.rpy	974	"[what]"
R1Cat1Quest4_62e76c7c_11		Гренландия	game/syp.rpy	975	"[what]"
R1Cat1Quest4_48d20eb7_2		Женева	game/syp.rpy	982	"[what]"
R1Cat1Quest4_ece83569_10		неверно	game/syp.rpy	983	"[what]"
R1Cat1Quest4_62e76c7c_12		Гренландия	game/syp.rpy	984	"[what]"
R1Cat1Quest4_93aceb9c_2		Сердечко	game/syp.rpy	991	"[what]"
R1Cat1Quest4_ece83569_11		неверно	game/syp.rpy	992	"[what]"
R1Cat1Quest4_62e76c7c_13		Гренландия	game/syp.rpy	993	"[what]"
R1Cat1Quest4_62e76c7c_14		Гренландия	game/syp.rpy	1000	"[what]"
R1Cat1Quest4_15c8a56f_3		верно	game/syp.rpy	1001	"[what]"
R1Cat1Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	1015	leader "[what]"
R1Cat1Quest5_9df9a590		Какая страна первая в мире по плотности населения	game/syp.rpy	1016	"[what]"
R1Cat1Quest5_15c8a56f		верно	game/syp.rpy	1020	"[what]"
R1Cat1Quest5_ece83569		неверно	game/syp.rpy	1028	"[what]"
R1Cat1Quest5_24f69a71		Монако	game/syp.rpy	1029	"[what]"
R1Cat1Quest5_ece83569_1		неверно	game/syp.rpy	1037	"[what]"
R1Cat1Quest5_24f69a71_1		Монако	game/syp.rpy	1038	"[what]"
R1Cat1Quest5_ece83569_2		неверно	game/syp.rpy	1046	"[what]"
R1Cat1Quest5_24f69a71_2		Монако	game/syp.rpy	1047	"[what]"
R1Cat1Quest5_24f69a71_3		Монако	game/syp.rpy	1057	"[what]"
R1Cat1Quest5_15c8a56f_1		верно	game/syp.rpy	1058	"[what]"
R1Cat1Quest5_f0525f53		Кыргистан	game/syp.rpy	1065	"[what]"
R1Cat1Quest5_ece83569_3		неверно	game/syp.rpy	1066	"[what]"
R1Cat1Quest5_24f69a71_4		Монако	game/syp.rpy	1067	"[what]"
R1Cat1Quest5_090c322f		Россия	game/syp.rpy	1074	"[what]"
R1Cat1Quest5_ece83569_4		неверно	game/syp.rpy	1075	"[what]"
R1Cat1Quest5_24f69a71_5		Монако	game/syp.rpy	1076	"[what]"
R1Cat1Quest5_414c3780		Китай	game/syp.rpy	1083	"[what]"
R1Cat1Quest5_ece83569_5		неверно	game/syp.rpy	1084	"[what]"
R1Cat1Quest5_24f69a71_6		Монако	game/syp.rpy	1085	"[what]"
R1Cat1Quest5_24f69a71_7		Монако	game/syp.rpy	1095	"[what]"
R1Cat1Quest5_15c8a56f_2		верно	game/syp.rpy	1096	"[what]"
R1Cat1Quest5_f0525f53_1		Кыргистан	game/syp.rpy	1103	"[what]"
R1Cat1Quest5_ece83569_6		неверно	game/syp.rpy	1104	"[what]"
R1Cat1Quest5_24f69a71_8		Монако	game/syp.rpy	1105	"[what]"
R1Cat1Quest5_090c322f_1		Россия	game/syp.rpy	1112	"[what]"
R1Cat1Quest5_ece83569_7		неверно	game/syp.rpy	1113	"[what]"
R1Cat1Quest5_24f69a71_9		Монако	game/syp.rpy	1114	"[what]"
R1Cat1Quest5_414c3780_1		Китай	game/syp.rpy	1121	"[what]"
R1Cat1Quest5_ece83569_8		неверно	game/syp.rpy	1122	"[what]"
R1Cat1Quest5_24f69a71_10		Монако	game/syp.rpy	1123	"[what]"
R1Cat1Quest5_24f69a71_11		Монако	game/syp.rpy	1133	"[what]"
R1Cat1Quest5_15c8a56f_3		верно	game/syp.rpy	1134	"[what]"
R1Cat1Quest5_f0525f53_2		Кыргистан	game/syp.rpy	1141	"[what]"
R1Cat1Quest5_ece83569_9		неверно	game/syp.rpy	1142	"[what]"
R1Cat1Quest5_24f69a71_12		Монако	game/syp.rpy	1143	"[what]"
R1Cat1Quest5_090c322f_2		Россия	game/syp.rpy	1150	"[what]"
R1Cat1Quest5_ece83569_10		неверно	game/syp.rpy	1151	"[what]"
R1Cat1Quest5_24f69a71_13		Монако	game/syp.rpy	1152	"[what]"
R1Cat1Quest5_414c3780_2		Китай	game/syp.rpy	1159	"[what]"
R1Cat1Quest5_ece83569_11		неверно	game/syp.rpy	1160	"[what]"
R1Cat1Quest5_24f69a71_14		Монако	game/syp.rpy	1161	"[what]"
Round1Cat2_c494814c	gg	История	game/syp.rpy	1190	gg "[what]"
Round1Cat2_6967565a	team1	История	game/syp.rpy	1208	team1 "[what]"
Round1Cat2_7d102a53	team1	Вопрос за 100	game/syp.rpy	1211	team1 "[what]"
Round1Cat2_e8667ad6	team1	Вопрос за 200	game/syp.rpy	1215	team1 "[what]"
Round1Cat2_39b08480	team1	Вопрос за 300	game/syp.rpy	1219	team1 "[what]"
Round1Cat2_dfeaa346	team1	Вопрос за 400	game/syp.rpy	1223	team1 "[what]"
Round1Cat2_9f5eba14	team1	Вопрос за 500	game/syp.rpy	1227	team1 "[what]"
Round1Cat2_50939d3e		Этого вопроса нет	game/syp.rpy	1230	"[what]"
Round1Cat2_a687b5c0	team2	История	game/syp.rpy	1234	team2 "[what]"
Round1Cat2_30989ade	team2	Вопрос за 100	game/syp.rpy	1237	team2 "[what]"
Round1Cat2_41efe3fd	team2	Вопрос за 200	game/syp.rpy	1241	team2 "[what]"
Round1Cat2_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	1245	team2 "[what]"
Round1Cat2_a252cc3e	team2	Вопрос за 400	game/syp.rpy	1249	team2 "[what]"
Round1Cat2_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	1253	team2 "[what]"
Round1Cat2_50939d3e_1		Этого вопроса нет	game/syp.rpy	1256	"[what]"
Round1Cat2_89412296	team3	История	game/syp.rpy	1260	team3 "[what]"
Round1Cat2_97d0018a	team3	Вопрос за 100	game/syp.rpy	1263	team3 "[what]"
Round1Cat2_5c7823aa	team3	Вопрос за 200	game/syp.rpy	1267	team3 "[what]"
Round1Cat2_126d9007	team3	Вопрос за 300	game/syp.rpy	1271	team3 "[what]"
Round1Cat2_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	1275	team3 "[what]"
Round1Cat2_58e0b263	team3	Вопрос за 500	game/syp.rpy	1279	team3 "[what]"
Round1Cat2_50939d3e_2		Этого вопроса нет	game/syp.rpy	1282	"[what]"
R1Cat2Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	1293	leader "[what]"
R1Cat2Quest1_d71b20ad		Он стал последним, кто открыл Америку 	game/syp.rpy	1294	"[what]"
R1Cat2Quest1_15c8a56f		верно	game/syp.rpy	1298	"[what]"
R1Cat2Quest1_ece83569		неверно	game/syp.rpy	1306	"[what]"
R1Cat2Quest1_973177eb		ответ	game/syp.rpy	1307	"[what]"
R1Cat2Quest1_ece83569_1		неверно	game/syp.rpy	1315	"[what]"
R1Cat2Quest1_973177eb_1		ответ	game/syp.rpy	1316	"[what]"
R1Cat2Quest1_ece83569_2		неверно	game/syp.rpy	1324	"[what]"
R1Cat2Quest1_973177eb_2		ответ	game/syp.rpy	1325	"[what]"
R1Cat2Quest1_9cdc377a		Колумб	game/syp.rpy	1335	"[what]"
R1Cat2Quest1_15c8a56f_1		верно	game/syp.rpy	1336	"[what]"
R1Cat2Quest1_22a47d79		Егорик	game/syp.rpy	1343	"[what]"
R1Cat2Quest1_ece83569_3		неверно	game/syp.rpy	1344	"[what]"
R1Cat2Quest1_9cdc377a_1		Колумб	game/syp.rpy	1345	"[what]"
R1Cat2Quest1_65b8df9b		Магелан	game/syp.rpy	1352	"[what]"
R1Cat2Quest1_ece83569_4		неверно	game/syp.rpy	1353	"[what]"
R1Cat2Quest1_9cdc377a_2		Колумб	game/syp.rpy	1354	"[what]"
R1Cat2Quest1_5c421c57		Пётр I	game/syp.rpy	1361	"[what]"
R1Cat2Quest1_ece83569_5		неверно	game/syp.rpy	1362	"[what]"
R1Cat2Quest1_9cdc377a_3		Колумб	game/syp.rpy	1363	"[what]"
R1Cat2Quest1_9cdc377a_4		Колумб	game/syp.rpy	1373	"[what]"
R1Cat2Quest1_15c8a56f_2		верно	game/syp.rpy	1374	"[what]"
R1Cat2Quest1_22a47d79_1		Егорик	game/syp.rpy	1381	"[what]"
R1Cat2Quest1_ece83569_6		неверно	game/syp.rpy	1382	"[what]"
R1Cat2Quest1_9cdc377a_5		Колумб	game/syp.rpy	1383	"[what]"
R1Cat2Quest1_65b8df9b_1		Магелан	game/syp.rpy	1390	"[what]"
R1Cat2Quest1_ece83569_7		неверно	game/syp.rpy	1391	"[what]"
R1Cat2Quest1_9cdc377a_6		Колумб	game/syp.rpy	1392	"[what]"
R1Cat2Quest1_5c421c57_1		Пётр I	game/syp.rpy	1399	"[what]"
R1Cat2Quest1_ece83569_8		неверно	game/syp.rpy	1400	"[what]"
R1Cat2Quest1_9cdc377a_7		Колумб	game/syp.rpy	1401	"[what]"
R1Cat2Quest1_9cdc377a_8		Колумб	game/syp.rpy	1411	"[what]"
R1Cat2Quest1_15c8a56f_3		верно	game/syp.rpy	1412	"[what]"
R1Cat2Quest1_22a47d79_2		Егорик	game/syp.rpy	1419	"[what]"
R1Cat2Quest1_ece83569_9		неверно	game/syp.rpy	1420	"[what]"
R1Cat2Quest1_9cdc377a_9		Колумб	game/syp.rpy	1421	"[what]"
R1Cat2Quest1_65b8df9b_2		Магелан	game/syp.rpy	1428	"[what]"
R1Cat2Quest1_ece83569_10		неверно	game/syp.rpy	1429	"[what]"
R1Cat2Quest1_9cdc377a_10		Колумб	game/syp.rpy	1430	"[what]"
R1Cat2Quest1_5c421c57_2		Пётр I	game/syp.rpy	1437	"[what]"
R1Cat2Quest1_ece83569_11		неверно	game/syp.rpy	1438	"[what]"
R1Cat2Quest1_9cdc377a_11		Колумб	game/syp.rpy	1439	"[what]"
R1Cat2Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	1454	leader "[what]"
R1Cat2Quest2_6487a3b4		Этот остров раньше назывался Цейлоном 	game/syp.rpy	1455	"[what]"
R1Cat2Quest2_15c8a56f		верно	game/syp.rpy	1459	"[what]"
R1Cat2Quest2_ece83569		неверно	game/syp.rpy	1467	"[what]"
R1Cat2Quest2_0ec5757c		Шри-Ланка	game/syp.rpy	1468	"[what]"
R1Cat2Quest2_ece83569_1		неверно	game/syp.rpy	1476	"[what]"
R1Cat2Quest2_0ec5757c_1		Шри-Ланка	game/syp.rpy	1477	"[what]"
R1Cat2Quest2_ece83569_2		неверно	game/syp.rpy	1485	"[what]"
R1Cat2Quest2_0ec5757c_2		Шри-Ланка	game/syp.rpy	1486	"[what]"
R1Cat2Quest2_0ec5757c_3		Шри-Ланка	game/syp.rpy	1496	"[what]"
R1Cat2Quest2_15c8a56f_1		верно	game/syp.rpy	1497	"[what]"
R1Cat2Quest2_c2321c06		Новая Зеландия	game/syp.rpy	1504	"[what]"
R1Cat2Quest2_ece83569_3		неверно	game/syp.rpy	1505	"[what]"
R1Cat2Quest2_0ec5757c_4		Шри-Ланка	game/syp.rpy	1506	"[what]"
R1Cat2Quest2_9c9db916		Курилы	game/syp.rpy	1513	"[what]"
R1Cat2Quest2_ece83569_4		неверно	game/syp.rpy	1514	"[what]"
R1Cat2Quest2_0ec5757c_5		Шри-Ланка	game/syp.rpy	1515	"[what]"
R1Cat2Quest2_c79bdd6b		Исландия	game/syp.rpy	1522	"[what]"
R1Cat2Quest2_ece83569_5		неверно	game/syp.rpy	1523	"[what]"
R1Cat2Quest2_0ec5757c_6		Шри-Ланка	game/syp.rpy	1524	"[what]"
R1Cat2Quest2_0ec5757c_7		Шри-Ланка	game/syp.rpy	1534	"[what]"
R1Cat2Quest2_15c8a56f_2		верно	game/syp.rpy	1535	"[what]"
R1Cat2Quest2_c2321c06_1		Новая Зеландия	game/syp.rpy	1542	"[what]"
R1Cat2Quest2_ece83569_6		неверно	game/syp.rpy	1543	"[what]"
R1Cat2Quest2_0ec5757c_8		Шри-Ланка	game/syp.rpy	1544	"[what]"
R1Cat2Quest2_9c9db916_1		Курилы	game/syp.rpy	1551	"[what]"
R1Cat2Quest2_ece83569_7		неверно	game/syp.rpy	1552	"[what]"
R1Cat2Quest2_0ec5757c_9		Шри-Ланка	game/syp.rpy	1553	"[what]"
R1Cat2Quest2_c79bdd6b_1		Исландия	game/syp.rpy	1560	"[what]"
R1Cat2Quest2_ece83569_8		неверно	game/syp.rpy	1561	"[what]"
R1Cat2Quest2_0ec5757c_10		Шри-Ланка	game/syp.rpy	1562	"[what]"
R1Cat2Quest2_0ec5757c_11		Шри-Ланка	game/syp.rpy	1572	"[what]"
R1Cat2Quest2_15c8a56f_3		верно	game/syp.rpy	1573	"[what]"
R1Cat2Quest2_c2321c06_2		Новая Зеландия	game/syp.rpy	1580	"[what]"
R1Cat2Quest2_ece83569_9		неверно	game/syp.rpy	1581	"[what]"
R1Cat2Quest2_0ec5757c_12		Шри-Ланка	game/syp.rpy	1582	"[what]"
R1Cat2Quest2_9c9db916_2		Курилы	game/syp.rpy	1589	"[what]"
R1Cat2Quest2_ece83569_10		неверно	game/syp.rpy	1590	"[what]"
R1Cat2Quest2_0ec5757c_13		Шри-Ланка	game/syp.rpy	1591	"[what]"
R1Cat2Quest2_c79bdd6b_2		Исландия	game/syp.rpy	1598	"[what]"
R1Cat2Quest2_ece83569_11		неверно	game/syp.rpy	1599	"[what]"
R1Cat2Quest2_0ec5757c_14		Шри-Ланка	game/syp.rpy	1600	"[what]"
R1Cat2Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	1615	leader "[what]"
R1Cat2Quest3_e374ebec		С этим городом связана дата 26 апреля 1986 года	game/syp.rpy	1616	"[what]"
R1Cat2Quest3_15c8a56f		верно	game/syp.rpy	1620	"[what]"
R1Cat2Quest3_ece83569		неверно	game/syp.rpy	1628	"[what]"
R1Cat2Quest3_09cb67be		Чернобыль	game/syp.rpy	1629	"[what]"
R1Cat2Quest3_ece83569_1		неверно	game/syp.rpy	1637	"[what]"
R1Cat2Quest3_09cb67be_1		Чернобыль	game/syp.rpy	1638	"[what]"
R1Cat2Quest3_ece83569_2		неверно	game/syp.rpy	1646	"[what]"
R1Cat2Quest3_09cb67be_2		Чернобыль	game/syp.rpy	1647	"[what]"
R1Cat2Quest3_09cb67be_3		Чернобыль	game/syp.rpy	1657	"[what]"
R1Cat2Quest3_15c8a56f_1		верно	game/syp.rpy	1658	"[what]"
R1Cat2Quest3_a33dc03f		Киев	game/syp.rpy	1665	"[what]"
R1Cat2Quest3_ece83569_3		неверно	game/syp.rpy	1666	"[what]"
R1Cat2Quest3_09cb67be_4		Чернобыль	game/syp.rpy	1667	"[what]"
R1Cat2Quest3_f7933a96		Бостон	game/syp.rpy	1674	"[what]"
R1Cat2Quest3_ece83569_4		неверно	game/syp.rpy	1675	"[what]"
R1Cat2Quest3_09cb67be_5		Чернобыль	game/syp.rpy	1676	"[what]"
R1Cat2Quest3_73df9d2b		Берлин	game/syp.rpy	1683	"[what]"
R1Cat2Quest3_ece83569_5		неверно	game/syp.rpy	1684	"[what]"
R1Cat2Quest3_09cb67be_6		Чернобыль	game/syp.rpy	1685	"[what]"
R1Cat2Quest3_09cb67be_7		Чернобыль	game/syp.rpy	1695	"[what]"
R1Cat2Quest3_15c8a56f_2		верно	game/syp.rpy	1696	"[what]"
R1Cat2Quest3_a33dc03f_1		Киев	game/syp.rpy	1703	"[what]"
R1Cat2Quest3_ece83569_6		неверно	game/syp.rpy	1704	"[what]"
R1Cat2Quest3_09cb67be_8		Чернобыль	game/syp.rpy	1705	"[what]"
R1Cat2Quest3_f7933a96_1		Бостон	game/syp.rpy	1712	"[what]"
R1Cat2Quest3_ece83569_7		неверно	game/syp.rpy	1713	"[what]"
R1Cat2Quest3_09cb67be_9		Чернобыль	game/syp.rpy	1714	"[what]"
R1Cat2Quest3_73df9d2b_1		Берлин	game/syp.rpy	1721	"[what]"
R1Cat2Quest3_ece83569_8		неверно	game/syp.rpy	1722	"[what]"
R1Cat2Quest3_09cb67be_10		Чернобыль	game/syp.rpy	1723	"[what]"
R1Cat2Quest3_09cb67be_11		Чернобыль	game/syp.rpy	1733	"[what]"
R1Cat2Quest3_15c8a56f_3		верно	game/syp.rpy	1734	"[what]"
R1Cat2Quest3_a33dc03f_2		Киев	game/syp.rpy	1741	"[what]"
R1Cat2Quest3_ece83569_9		неверно	game/syp.rpy	1742	"[what]"
R1Cat2Quest3_09cb67be_12		Чернобыль	game/syp.rpy	1743	"[what]"
R1Cat2Quest3_f7933a96_2		Бостон	game/syp.rpy	1750	"[what]"
R1Cat2Quest3_ece83569_10		неверно	game/syp.rpy	1751	"[what]"
R1Cat2Quest3_09cb67be_13		Чернобыль	game/syp.rpy	1752	"[what]"
R1Cat2Quest3_73df9d2b_2		Берлин	game/syp.rpy	1759	"[what]"
R1Cat2Quest3_ece83569_11		неверно	game/syp.rpy	1760	"[what]"
